Prompt,Response,Category
"Yeah. I'm thinking, um, one of these patches.","Okay. So a patch is something you've already seen, and",Simple
"I know I am too big, and I probably should exercise more and eat better, but I am so busy. I've got school, homework, and my job at the mall, so I don't see anywhere to fit it in. Plus, I can't afford any of those gyms. And none of my friends want to exercise with me. They're lazier than I am.  ",You don't know how you'd fit exercise into your schedule.,Simple
I don't trust doctors.  I don't trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,You believe God will protect you from COVID-19.,Simple
"Doctor x, I don't want the Covid vaccine for me or my kids. They don't know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",You want more information before choosing to vaccinate yourself or your family.,Simple
I know I should probably get the vaccine. I have my mother living with me and she has type-2 diabetes. I would hate to bring it home to her. But I just don't know about those side effects. I heard it changes your DNA and the vaccine can give you the virus.,You don't want to give your mom COVID.,Simple
"I know because I am so heavy and have diabetes I probably should exercise more, but I am so busy. With the three kids and my new job I don't see anywhere to fit it in. Plus, I hate the gym.  I can't stand being around all that Lycra. My husband is useless because he already plays basketball four times a week.  ",You don't see a way to make exercise fit in your schedule.,Simple
"Of course, I would like to lose weight and not feel gross all the time. But I hate all the diets my mom puts me on. I've tried them all. Every time I end up feeling deprived and hungry. Then I gain all the weight back. I'm getting ready to give up.",You don't like the way you look.,Simple
Of course I would like to lose weight. But I hate diets. I've tried them all. Every time I end up feeling deprived and hungry. Then I gain all the weight back. I'm getting ready to give up.,Diets haven't worked for you in the past.,Simple
"We eat at Wendy's a few times a week. It's cheap, fast, my kids like it, and it's better than those other places.  There's a lot worse we could be eating.  Sure, there are better foods than that, but I don't have time to cook.",You don't have time to cook so fast food works out best for you.,Simple
"I really need to find someone to exercise with. I can't do it alone.  I just need someone to remind me or do it with me, but there is no one.",You'd be more successful if you could find someone to exercise with.,Simple
"Look at you, were you ever heavy? How can you really relate to me?",You don't think I can relate.,Simple
"I know I need to eat better.   But I live alone, I'm a lousy cook, and I have no time or interest to learn how.  Sure, McDonalds is poison but it's fast and cheap and I'm not embarrassed to eat there alone.",You know you could eat better than you do.,Simple
"Yes, I know all that TV and all those video games are not good for her. By what can I do?  I cannot afford a babysitter and I must get my work done. I work out of my home.",You know tv isn't a great choice for her.,Simple
"I really need to start exercising, but I hate the GYM. I joined the one nearby my house, but I never go. Everyone is so young and skinny; I hate those young girls in their little outfits. There is no way I would go there again, it was horrible.",You don't like going to the gym for exercise.,Simple
"I need to quit these damn cigarettes already. But I am so scared of the withdrawal, I am at a loss for what to do.",You are worried about the side effects of quitting.,Simple
"I have tried every diet under the sun. To be honest Doc, I would love to lose weight but at this point I don't think I can do it. Maybe I need one of those stomach staples.",You don't think you can lose weight on your own.,Simple
"I have no energy.  The thought of working out now is out of the question.  I used to bike and play tennis but that seems a lifetime ago.  I would love to feel alive again, but I am just so tired all the time.",You frequently feel depleted and lack energy.,Simple
I've tried the Atkins diet and I lost a lot of weight. Then gained it all back. Then I tried the Zone diet but felt really hungry all the time. I just don't know what to do. I'm at my wit's end.,You've tried a couple diets and they didn't work for you.,Simple
"I just hate to exercise. Was never good at sports in school.   I know I need to lose weight, but I am not going to the gym. It just isn't going to happen.",Going to the gym isn't an option.,Simple
"I start a diet every day but once I get hungry, I lose my discipline.",You really struggle with sticking to your weight loss goals when you're hungry.,Simple
"Of course, I would like to lose weight. But I hate diets. I've tried  them all. Each time I feel deprived and  feel hungry. Then I start to feel resentful.",You're feeling burned out.,Simple
"I've done everything I'm supposed to do in this program, but it still hasn't worked.   I'm still gaining weight. I haven't lost a damn pound in months.",You haven't been successful yet.,Simple
I would do about anything to lose these 50lbs.  But dieting doesn't work for me. Could you tell me what drugs or even surgery might help?,You don't know what else to do.,Simple
I like fruit but I like sweets more. If it's around I eat it but not if there is cake or cookies or ice cream. I guess I need to stop buying that crap.,You like fruit but you struggle to pick fruit when there are sweets and treats around.,Simple
"I only eat a few vegetables. Corn, raw carrots, peas, and potatoes. Not much into those slimy ones like okra, cooked peppers, and onions. Ugh! They have to be crunchy, or I get grossed out.",You don't like many vegetables.,Simple
"My wife does most of the cooking. But I do the shopping. If I buy vegetables, she will cook them.",You and your wife has a pretty good arrangment going that works for you. You buy the vegetables at the store and she cooks them.,Simple
"I buy fruit. But it sits in the bowl and rots. I hate having to throw out that rotten, mushy mess. It's such a waste.",You really hate wasting food and struggle tossing uneaten food in the trash.,Simple
"I'm on a tight budget and fresh fruit just costs so much.  Vegetables are a little less expensive, but you have to cook them. Fruit you can just eat.",You find that fresh fruit is too expensive for your budget.,Simple
"I live alone and don't cook much. Veggies take so much time and effort to prepare. So, when I go out to eat, which is 4-5 times a week, I try to order veggies.",You tend to eat out most evenings but you try to make sure you order vegetables at each meal.,Simple
"My child cannot participate in the program because I work two jobs, my other kids are struggling in school. We are just too busy.",You're not interested right now.,Simple
"We have done everything that we are supposed to do in this program, but it still hasn't worked.   My daughter is still gaining weight.",The program hasn't worked for your daughter.,Simple
Why bother? The other family in our house won't put a TV timer on their TV and our kids just go to the living room to watch with them.,You can't control what the other family does.,Simple
"The food at school breakfast and lunch are all red lights, so it is hard for her to follow the diet.",Your daughter isn't given healthy food at school.,Simple
"My husband won't support the program, he wants whole milk because it is healthier and tastes better and wants our son to have it so he grows to be strong.",Your husband doesn't support the program.,Simple
"Every time I bring up my daughter's weight with her, it leads to a fight. She tells me to get off her case. Then my husband tells me to back off and let her be. She'll grow out of it, he says. But I think it's important to do something about it now, before it's too late.",Talking to your daughter about her weight causes a fight.,Simple
"It breaks my heart to see her so heavy. I know what it's like to be a big teenager. It was terrible for me. I want to bring it up but I don't want to hurt her feelings. I tell her that she looks fine, but at the same time I know she is way too big for her age.",You don't like to see your daughter overweight.,Simple
"I can't stand how much TV she watches. When I leave for work, she is watching talk shows. When she comes home from school more talk shows. I think she is frying her brain and wasting her talent. I don't know what to do about it.  I wish I could get her to be more active or to be involved in something more positive.",You think your daughter watches too much tv.,Simple
"My son's problem is sweets. He loves candy, cake and ice cream. He won't eat any regular food and I feel so bad that he is hungry that I usually give in and let him have junk food, just so he gets something into his system.",Your son won't eat the healthy foods you provide.,Simple
"There is no way that I can let my son leave food on his plate and throw food out. I wasn't raised that way. I also don't think kids need choice about how much they eat, kids are given too much power in my opinion already. I am tired of the constant battle we have at mealtimes and all the tricks we need to pull off to get him to eat something, but letting him leave the table hungry, and taking away French fries and HI-c are going to be very stressful.",You don't like it when your son leaves food on his plate.,Simple
"I eat at Wendy's a few times a week. It's cheap, it's fast, and it's better than those other places. There's a lot worse I could be eating. My parents don't buy healthy foods, and I don't have the money to buy them.",Your parents don't buy healthy foods when they grocery shop.,Simple
I am so tired of my parents bugging me about my weight. They always comment on everything I eat. It is so annoying. I will deal with this my way.,It upsets you when your parents comment on your weight.,Simple
Vaping isn't nearly as bad as cigarettes. It doesn't cause cancer. Everyone does it. It's no big deal.,You don't think vaping is a big deal.,Simple
"Chewing is so much better than cigarettes. You can do it while you work. I know it isn't great for me, but I need the little buzz to keep me alert.",You know that chewing isn't good for you.,Simple
I am just not going to give up my iqmik.  I already gave up cigarettes and alcohol.   We make it ourselves and we know what goes into it.  Everyone wants to take away everything that helps me cope with my stress.  And sweetie I got lots of stress.,You're feeling very stressed.,Simple
"Of course, I have to quit at some point, but now is just not the time. I know what it's like to go through the withdrawal and it's pretty awful. I was able to quit a few years ago, with the help of that gum, but with my wife losing her job and having to work so much overtime, I don't think I have the energy to deal with it right now.",Now doesn't seem like a great time to quit.,Simple
Why should I quit? I am in good shape. I play soccer. I am thin. My father smoked until he was 80. Most of my mates smoke and no one has died from it. I don't believe its as bad as you all say.,Your experience has been that smoking is not as bad as the experts keep telling you.,Simple
"Maybe it's time to quit. I am 55, my dad died of heart disease, and I am coughing up all this junk every morning.",Smoking is causing you to cough up junk from your lungs.,Simple
I don't know why people who never smoked keep bugging me to quit.  My doctor has no idea  how hard it is to even try quitting. I've tried to quit many times but can't even go two days.  No one knows how hard it is to give it up out of the blue.,Trying to quit smoking has been hard for you.,Simple
"I am still working, as I am the sole bread winner in the family  my husband is unemployed. We have another child who is a toddler, and things are hard financially. And sometimes, I get very angry and upset so smoking helps me calm down. I sometimes feel it is all I have left.",You rely on smoking to get through the hard times.,Simple
"I know that 2 cigarettes per day are not a problem to the health of the baby. I know that I cannot give them up completely (it would be stressful), so as long as I stay at 2 per day, it should be fine.",It'd be too stressful to give up those two cigarettes a day.,Simple
"I smoked throughout my previous pregnancy, and it was fine  both me and the baby were fine. I don't feel it is a problem I should focus on.",You smoked during your last pregnancy so smoking during this pregnancy doesn't feel like a problem.,Simple
I don't have what it takes to stop smoking. I am not ambitious enough. I am not tough enough to beat this.,You don't think you're strong enough to quit.,Simple
"We didn't plan for this pregnancy, it was all unexpected. And I have been feeling fine, no morning sickness, no nothing. It feels like nothing changed in my life, except for this belly which keeps growing. So, I don't feel I should change anything about my life. That's why I don't feel I need to stop smoking.",You feel the same now as you did before getting pregnant.,Simple
"I cannot stop thinking about how I am hurting my baby by continuing smoking. But I cannot stop. And the more I think about it, the more I smoke and feel bad about it.","You know that smoking is bad for you and for your baby.
",Simple
"No one can tell me what to do. If I want to smoke, I will and I will stop when I feel like it. I have reduced the number of cigarettes anyway, so I don't smoke that much anymore, but if anyone tells me to quit, I feel like I want to light up a cigarette right then.",You don't like it when other people tells you what to do.,Simple
"I think that it may become difficult to stay smoke free once I return to work. There is a ritual in the office, it's how we start the days and take breaks. I could not guarantee that once I return to work and the baby is all grown up I won't start again. But definitely not now, while I am breastfeeding and around the little one all day.",Staying quit is going to be hard once you go back to work.,Simple
"I was never a real smoker, you know? Just when I was having a hard time at work or when stress gets really bad, but it doesn't happen often enough for me to call myself a smoker. It's not like I ever had a pack a day. Even if I start again, it won't be more than a few a day.",You don't consider yourself a smoker.,Simple
"The biggest challenge is having friends over and seeing them smoke. I used to smoke with my (female) friends and just gossip and catch up. And I don't miss smoking per se, but when they come to visit me, especially now when the child is small and everyone comes to see him, it's sometimes hard to see everyone smoking.",Having friends who smoke is a challenge.,Simple
"My husband still smokes. But he only smokes on the balcony, so not around me, although he did smoke next to me when we went out last time. Then it wasn't a temptation, because my reasons for quitting are strong, but I guess that could be a temptation to start smoking again in the future.",Your husband is still smoking which makes it hard for you.,Simple
"I tried to stop smoking but it is very difficult when I go to work, as all my colleagues smoke during our breaks.  It is hard to say no when everyone around you is smoking.",Being around other smokers is tempting.,Simple
"I know that smoking is harmful, but I don't see myself being affected by it. I read the warnings on the cigarette packs, and I even looked for information online. So, I know what it does. But I don't feel it will happen to me.",You don't think the warnings on the label apply to you.,Simple
"At this point I am smoke free. I decided to do this while I'm breastfeeding. However, I will probably start smoking after breastfeeding ends. I am a physician and I know that five cigarettes a day won't kill me.",You think you'll end up going back to smoking.,Simple
"I feel very agitated when I try to quit smoking.  Also, the doctor told me, if things get rough, instead of being depressive or anxious, I can light up a cigarette, have three puffs and then discard it. So, I have reduced smoking, but I cannot quit completely. I sometimes still smoke a quarter of a cigarette to keep myself calm.",You've find yourself feeling anxious and depressed when you try to quit.,Simple
"Since I quit smoking I never thought about it. I am only thinking about it now, that you brought it up.",You don't think about smoking anymore.,Simple
"I don't consider myself as someone who has quit smoking.  I don't say that to people because very often people's response to that is Everyone starts smoking again eventually!  It's like they want to warn you not to get ahead of yourself. So, I just get discouraged and I would rather not say that or talk about smoking with the others, although I guess that I am no longer a smoker since I have stopped smoking for some time now.",You don't identify as a smoker any longer.,Simple
"My husband supports me. He actually forbids me to smoke. I don't necessarily like this, you can imagine. Sometimes it actually makes me want to smoke more, but I still don't do it, because I am doing this for the baby's health. But it's really unpleasant when we talk about it. He still smoking of course.","You stopped smoking for the baby's health, but your husband is still smoking. ",Simple
"My reasons (to quit) have very much to do with the baby's health. I could not imagine smoking after we found out I was pregnant and I think my husband felt the same. And now we are so happy and I breastfeed, so I could not intoxicate him or smell like cigarettes around him, you know how hands smell when you smoke¦ But after I no longer breastfeed and he is grown up, I really couldn't say, if we want us to be honest here. It's too hard to imagine what may happen in 2-3 years or more.",You're just happy to be a non-smoker for right now.,Simple
"My husband does not like how my mouth smells, after smoking. He is glad that I stopped smoking, so this will help me in the future to stay smoke free.",You're glad you stopped smoking because your husband likes your breath better,Simple
"Now that I have stopped smoking, I will never smoke again. I know myself and once I decide something, I never turn back.",You're resolved not to smoke.,Simple
"I tried to quit smoking several times, however, each time I started smoking again. But after I found out I was pregnant, I never thought of smoking again. The baby is the greatest motivation. There are no temptations to smoke. Now I am focusing on raising the baby. The baby is my life.  That should keep me from smoking.","You've tried many times to quit smoking, but right now you're focused on the baby.",Simple
"After becoming pregnant, something changed in my body and my body rejected cigarettes. I was feeling sick when I smoked and even just from smelling the smoke. Now I can't believe how foolish I was to ever smoke.",Getting pregnant helped you quit smoking.,Simple
"There is no need for you (counselor) and I to discuss how my wife can remain smoke free. If a person wants to do something, they will just do it. If she wants to smoke, she will smoke, it is not something that we can influence.",You're powerless over your wife's smoking habit.,Simple
"I quit when my wife decided to quit, because I do not think that such a change can happen unless both partners work together. But she has been through so much stress because of the baby's health problems that I sometimes worry she will start smoking just because of all that stress and pressure.",You want your wife to stay quit with you.,Simple
"I'm happy she  quit, but I do not think I would fight with her or even say something if she started smoking again, we do not have that kind of relationship. I respect her and I would eventually accept this, especially because I know she would not smoke around the child or while breastfeeding.",You're glad she quit smoking for the baby.,Simple
"I don't want to help my wife to stay smoke free. It's her job, not mine, her decision, not mine. I can't force her or convince her to stop smoking. She can do whatever she wants with her life now that the baby has come.",You can't control your wife's decision to smoke.,Simple
Is not up for discussion if she starts smoking or not. She won't. I won't allow her that.,You won't allow your wife to smoke.,Simple
What? She told you she did not smoke for several months? She just smoked yesterday. She won't stop smoking.,You saw her smoke yesterday.,Simple
"I will stay smoke free during the breastfeeding period, however, I am not determined to stay smoke free after. I am not sure what will happen but I don't want to think about that.","You're not going to smoke while breastfeeding, but you might pick it back up later.",Simple
This is not the time for me to talk about smoking. The baby takes all my energy and I don't have energy to even think about smoking.,You're too tired to stop smoking.,Simple
Sometimes I feel like not knowing if I will get Huntington's disease might be better than knowing.  What's the point of knowing if there is no cure.,You don't want to know if you have Huntington's disease because there's no cure.,Simple
"I know I need annual mammograms,  but I cannot deal with that now. I have too much going on with my divorce and my mother being ill.",You're too busy right now to get a mammogram.,Simple
"I know my son might have FAP, but I can't take him to have that colonoscopy that is out of the question.",You're not taking your son for a colonoscopy.,Simple
"I am scared to tell my daughters I have the BRCA mutation, I don't know how to explain it to them without freaking them about.",You're scared to tell your daughters you have the BRCA mutation.,Simple
I worry that I'm being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,You're realizing you need to think on this a bit longer.,Simple
We are so mixed up right now about whether we should continue the pregnancy. We should be able to make this decision but it is so hard. I am a Christian and I am not sure what scripture has to say about this.,You want to know what the Scripture says about abortion.,Simple
"We had agreed that we would continue the pregnancy no matter what. Now my husband feels differently, but I don't. ","Your husband changed his mind about continuing the pregnancy, but you haven't changed your mind.",Simple
This whole decision would be easier if you would just tell us what to do.,You'd prefer for someone to give you the answer.,Simple
I've had other friends who also had an abnormal AFP test and their babies were fine.  It makes me less certain I need the amniocentesis.,You're not sure amniocentesis will help you know if your baby is fine.,Simple
I just keep thinking about what people in my church would think of me if they ever found out about me ending a pregnancy.,You want to know what people in your church would think.,Simple
We've already had so many tests done to figure out why Jonnie has his problems. I'm not sure if doing this new test (whole genome sequencing) is just another waste of time and money.,Johnnie has received a lot of tests but none tell you what problem he has.,Simple
"Now that I know about my risk for having a child with Duchenne muscular dystrophy, I'm not sure when or if I should tell my boyfriend.",You're uncertain how to tell your boyfiend about your risk for having a child with Dechenne muscular dystrophy.,Simple
"I am so busy getting oriented to college life, I'm not sure where genetic testing fits in.",You can't find time to receive genetic testing.,Simple
"I have already figured out what I'm going to do with my career, and now is clearly the best time for me to have genetic testing to determine my carrier status for cystic fibrosis.",You feel ready to have genetic testing.,Simple
"I love my brother so much, I feel guilty about wanting to know my carrier status for his disease.",You feel guilty about wanting to know.,Simple
"Parent of 1 year old with achondroplasia: I don't see why we need to go to neurology, he has the disease and nothing's going to change that.",You don't see a reason to see the neurologist.,Simple
I'd rather keep undergoing yearly colonoscopies than have my insurance company know my genetic status for Lynch syndrome.,You prefer to have annual colonoscopies than to tell your insurance company.,Simple
Parent of a child potentially eligible for a clinical trial for Duchenne: I don't see why I need to test him. His older brother is doing great and he hates having his blood drawn.,You don't see a reason to test your child for Duchenne.,Simple
"She's only 16, I don't know why she needs to know she has Turner syndrome. She's only going to get upset.",You think 16 is not old enough to worry about Turner Syndrome.,Simple
"I don't see why I have to talk to you, I told my doctor I wanted the BRCA test and that's all I need.",You only want to get the BRCA test.,Simple
I don't want to stir up trouble by telling my siblings about my diagnosis of familial adenomatous polyposis.,Your family will be upset about your diagnosis.,Simple
My sister says it's silly to worry about a couple ultrasound glitches.,Your sister is not worried.,Simple
"I don't have to worry, the breast cancer is on my Dad's side.","Since your family's history of breast cancer is on your dad's side, at this point you don't see a reason to worry.",Simple
The baby has Down syndrome because I drank during the pregnancy.,You think alcohol caused your child to have Down Syndrome.,Simple
"No one else in the family has had cystic fibrosis, so this can't be genetic.",You don't think cystic fibrosis is genetic because no one in your family has it.,Simple
"Only the men in my family have had colon cancer, so I'm not worried about my MSH2 mutation.",You're not worried about a MSH2 mutation because you're not a man.,Simple
I know you think I'm a fool to continue this pregnancy.,You think I think you're a fool.,Simple
"I've gone this long with normal colonoscopies, I don't think I need anymore. Everyone in my family had their cancer before 45 and I'm 46.",Your colonoscopies have been normal so you don't want to have anymore.,Simple
I want every test there is to make sure the baby is perfect.,You want every test.,Simple
"The doctor told me there is a 1 in 4 chance of cystic fibrosis. I already have one affected child and I'm not having more than four total children, so my risk is done.",You don't think you can have more than one child with cystic fibrosis.,Simple
I know I have NF and don't want to know any more. I'm only here because my mother made me come.,You don't want to be here.,Simple
"I know he has Down syndrome, but I know he'll catch up if we just work with him.",Do you think he'll catch up to be normal.,Simple
Parent of an 18 month old with diagnosis of Down syndrome. I just want a referral to a physical therapist so that I can fix the problem.,You are looking for a referral.,Simple
"My mother died of breast cancer, so I know I'm going to die of it too.","You believe you will die from breast cancer, just like your mom.",Simple
"Everyone has some abnormal genes, I'm probably not at any more risk than anyone else.",You don't think you're at greater risk than the average person.,Simple
"I get so sick of trying to get my meds. I go to the pharmacy and they say I can't get them because I am over my 6 limit but to come back. Then I go back and then I have to wait and wait. Then the next week it's the same thing. It's ridiculous, if he wants me to take them then he better make sure that I can get them. Besides, I heard that it's ok if you miss your meds sometimes, that your body stores them up for you.",You don't like dealing with the pharmacy to get your meds refilled.,Simple
"These meds aren't helping me.  I don't feel any different.  I thought these were supposed to help me feel better. I try to remember to take them everyday, but I don't feel them working. What's the point in swallowing those pills if they don't work?",Your meds don't cause you to feel any different.,Simple
"I stopped using that Advair, ( or other controller medication) it tastes bad and leaves a bad taste in my mouth.",You don't like the taste Advair leaves in your mouth.,Simple
"I stopped using that Advair, ( or other controller medication) it tastes bad and leaves a bad taste in my mouth, besides I got that other puffer, I heard that you can take that one as much as want, right?","Since you don't like the taste of Advair, you're mostly using your rescue inhaler. ",Simple
"Look, I have a bad back and Tylenol don't help.  I don't know why my PCP won't keep prescribing me the Oxy.  He doesn't understand my pain.  I would like to see him deal with this pain all of the time.  So I go to the ER to get what I need.  Yeah, sometimes I have to go to different ERs to get pain pills  so what?",You're going to different ERs to get pain pills.,Simple
"The damn pharmacists won't fill my vicodin because I am on Suboxone. Who is she to question what the doctor prescribes. I am not an addict, you know.  I have never bought any of these pills on the street. I don't have a problem except I am in pain and tylenol just doesn't cut it.",You want the pharmacists to fill your prescription.,Simple
I go to the emergency room because the doctor refuses to give me more Dilaudid.  She prescribes it only twice a day and it's not helping me. She is telling me to drink 6-8 glasses of water every day as if that'll take away the pain in my back and lower legs. He doesn't know what people with Sickle go through.  I need relief.,Your meds aren't helping you.,Simple
"I try to see my PCP, I call and call and call. I leave messages and they don't get back to me. That's why I go to the emergency room, at least I know that they care how I feel.",You tend to go to the ER when you need to see a doctor.,Simple
"I never thought I would get cancer. My family gets heart attacks, diabetes, emphysema¦but not cancer.  I can't believe this is happening to me. It's a nightmare.",You didn't think you'd ever get cancer.,Simple
"What's the point of getting screened. If it's your time, it's your time. When God wants to call you, he calls you.",You don't see the point of being screened.,Simple
It sounds weird but my husband thinks he can catch my cancer if we sleep together. He's such a superstitious fool.,Your husband thinks that if he sleeps too close to you he can get cancer.,Simple
"I watch what I eat, never eat sugar, watch my carbs. I don't understand why my values are so high. I'm bummed, all that effort and look what I have to show for it.",You changed your diet but it didn't pay off.,Simple
"Dialysis terrifies me. I cannot deal with the needles, the blood, the constant worrying about my fluid intake.  I always hoped I could control this without dialysis.",You are scared of starting dialysis.,Simple
"I am scared to death of starting insulin. I cannot deal with the needles, the blood, the constant worrying about my sugar. I always hoped I could control this without insulin",You are scared of starting insulin.,Simple
"I simply forget. It's not that I don't want to take my metformin, it just slips my mind in the morning when I am in a rush.",You forget to take your meds in the morning.,Simple
"I get tired of checking my sugars all the time, makes  my fingers too sore. I know that I should but it hurts too much. My neighbor told me that she only checks her sugar every Monday and that tells her how she should eat for the whole week, is that true?",Your don't like to check your blood sugar since it hurts your fingers.,Simple
"Shoot, my LDL is 150¦.no way¦I take those pills every day¦.maybe I have gained some weight lately but come on !",You find your value unbelievable.,Simple
"I know I need to lose weight. I have high blood pressure and diabetes, but I just can't seem to get started. Every day I say to myself, 'tomorrow I'll  start a diet"". But somehow I never quite get going.",You want to lose weight but are struggling getting started.,Simple
"I tried cutting back on salt, everything tasted nasty, you ever tried eating without salt? You can't do it, so I just use that Grill Masters stuff, it's not like that regular table salt that you can't eat, right? My wife says to use that instead.",You've tried cutting back on salt.,Simple
"No,  I don't use table salt. I use Tony Chacherie's, that's a lot better than salt, don't you think so?","Instead of table salt, you use Tony Chacherie. ",Simple
"Well, how am I supposed to cook red beans and rice if  I can't use sausage because of salt?",You don't know how to cook red beans and rice without sausage.,Simple
"Oh Honey, I don't drink water at all!  My son tells me that Gatorade and PowerAde are a lot better for me, he gets me the kind without the sugar.",Instead of drinking water you have been drinking Gatorade Zero instead.,Simple
Sometimes I get so angry at her I just hit out. She doesn't push back so it never gets serious. I'm lucky I guess.  She knows she's in the wrong.,You hit your girlfriend when she makes a mistake.,Simple
I saw another text on my boyfriend's phone from his ex. That b***ch¦.  I know she still wants to hook up with him. So things got heated. He promised me he cut her off.  Liar.,You saw some texts that led to an argument with your boyfriend.,Simple
I never get into fights at school. I know better. They will expel me again. But after school there have been times I have got into it with this girl I hate.,You know better then to fight but sometimes you do it anyway.,Simple
"This girl was running her mouth, saying all these things about me that weren't true. I had to shut her up or everyone would think they could talk trash about me. You have to make sure people know she is full of s**t.",You had to put her in her place.,Simple
"I don't fight anymore. I've grown up. It's not worth it to me anymore, I'm trying to go to college. I'm tired of getting into trouble.  Today though, this idiot was running his mouth about my sister and I couldn't stop myself.  I had to step up. It was stupid, but she is my sister.  He called her the h word.",You stpped up to protect your sister.,Simple
You have to carry a knife or some protection when you live in a neighborhood like mine. What if sh*t starts to go down.  I don't want to be the one without something.  The part of Flint where I hang ain't Ann Arbor.,You carry protection to stay safe.,Simple
"I can't believe that I'm the one in here. I'm not the bully. Not like my other friends, they're rough; they're much worse than me. This isn't fair.  I just like to make jokes.  I am a comedian.",You are the comedian in your group of friends.,Simple
Other kids think I'm tough. They won't mess with me either. Dad said not to put up with any s**t and stand up for yourself. He knows what he's talking about.   Nobody would ever mess with me.  I would whoop their a**.,You want the other kids to think you're tough.,Simple
"I don't do it all the time, I only do it when she makes me mad when, like when she shows off to other boys.   Then I have to put the Sheila in her place.",You only do it when you feel backed into a corner,Simple
"These things happened to me for all of year six and seven and no-one did anything. How come now I'm getting into trouble now for doing the same thing they did to me? Because I'm new here, I'm just showing them they can't mess with me. Once everyone knows I'm not a loser I'll be right. It ain't fair. Nobody helped me out in my old school.",You want the other kids to know they can't mess with you.,Simple
"What do you mean I'm responsible? I don't get that it's my fault that other people forwarded the photo. I did it to be funny. She shouldn't have had so much to drink and passed out at the party anyway. She was asking for it. I didn't forward to everyone, just David and maybe one other guy. Plus, she is always showing off her body anyway.  She is an exhibitionist. It is David's fault.",You forwarded a photo and don't feel you should be held responsible.,Simple
"I took the photo and posted on the blog, everyone made comments about how weird she looked.  That hairdo was crazy; and those shorts. That's not bullying when everyone else makes the comments right? It was meant to be funny. She didn't get it, it was funny. It's not my fault she took it so personally. I didn't know that she would get so upset.   Why is everyone so sensitive all the time.",You posted a photo on a blog that hurt someone's feelings.,Simple
What's the big deal? If I'm such a bully why do I have lots of friends?  Nobody likes him.  They are happy I put him in his place.,You have lots of friends so don't see yourself as a bully.,Simple
I only sent it once. I know I shouldn't have sent it but it's not like I'm bashing him up.  He chose to be gay.  People should know.  That isn't my problem.  It's his.,You sent a picture that upset him.,Simple
"He knows that's where we sit at lunch time. If he walks through he knows that I'm going to get him. He can walk around us. I don't mean to really hurt him. I don't know what else to do, he really annoys me.  I just have anger issues. And he pisses me off.",You beat up someone at school.,Simple
I just say what everyone else is thinking. There's nothing wrong with it. Everyone else does it. No one has died from it. It's just fun.,You gossip but don't feel like it's a big deal.,Simple
"Sure, iqmik probably isn't good for me but it's better than inhaling all that smoke and nasty stuff.",You feel it's better to use iqmik than to smoke.,Simple
"I switched from cigarettes to iqmik to protect my baby, now you are telling me it is still bad. It's the lessor of two evils if you ask me.",You switched from cigarettes to iqmik for the benefit of your baby.,Simple
At least iqmik doesn't stink like cigarettes.,You like that iqmik doesn't smell like cigarettes.,Simple
"People don't judge you for iqmik like they do for smoking.  Plus, I can hide it from people and they don't even know.",You like that you can use iqmik without everyone knowing.,Simple
In our culture tobacco can be healthy. It helps cope with stress and is so much better than alcohol.,You use tobacco to cope with stress.,Simple
I switched from smoking tobacco to chewing it because it is better for you.,You switched to chewing for your health.,Simple
"I was upset to hear iqmik puts nicotine in breast milk, that is scary.",You learned iqmik puts nicotine in your breast milk.,Simple
I am under a lot of stress. The chew helps me get through the day.  I am raising three kids and now have another on the way.  How am I going to pay for all of this.  My husband lost his job last year.,You use chew to deal with stress.,Simple
Our chew is more natural than that stuff you buy in the store.  At least I know where it comes from.  No artificial chemicals.,You pick a check without artifical chemicals.,Simple
"I was told by grandmother that tobacco helps the pregnancy, get you through the rough patches.",Your grandmother recommended tobacco.,Simple
"I guess if I knew it was bad for my baby then maybe I would consider quitting, but what else can I do about all the stress.",You'd consider quitting if you learned it was bad for your baby.,Simple
It does waste a lot of money and my friends keep bugging me to quit.,You know that smoking is a waste of money.,Simple
"I heard it may be addictive, that worries me. But then that means I may have withdrawal symptoms when I quit. Damned if you do and damned if you don't.","In this situation, it feels like there's no right answer. ",Simple
"I heard the blended, ground up bull is the worst, most addictive. I stay away from that.",You think this blend is the most addictive.,Simple
"I iqmik before I have to do something creative, helps me focus.",You use iqmik to stay on task and focus.,Simple
I'm scared of withdrawal if I quit iqmik. I heard it makes you really moody and stressed out.  That can't be good for my baby.,You're worried about withdrawal symptoms. `,Simple
I heard that if you eat grapefruit after a meal it burns the fat off in your stomach.,You've heard that grapefruit will help burn fat.,Simple
I heard that you have to eliminate all carbs in order to lose weight. That would be great if it weren't true.,You've heard you have to elimiate carbs to lose weight.,Simple
I heard from my friend that you can get the COVID from the vaccine.,You think you can get COVID from the vaccine.,Simple
I heard from my cousin that the COVID vaccine makes you sterile.,You've heard the COVID vaccine may prevent you from having kids.,Simple
I heard that if you have diabetes you can't eat fruit. That's what my cousin says¦.Is that true?,You've heard you can't eat fruit.,Simple
